Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2023-09-18 00:00:00+00:00,META,301.9295349121094,302.54998779296875,303.6000061035156,297.79998779296875,298.19000244140625,14234200.0
2023-09-18 00:00:00+00:00,NVDA.NE,10.466874122619629,10.470000267028809,10.537500381469727,10.092499732971191,10.182499885559082,789820.0
2023-09-18 00:00:00+00:00,TSLA,265.2799987792969,265.2799987792969,271.44000244140625,263.760009765625,271.1600036621094,101543300.0
2023-09-19 00:00:00+00:00,META,304.44439697265625,305.07000732421875,306.1700134277344,299.80999755859375,302.4800109863281,15924400.0
2023-09-19 00:00:00+00:00,NVDA.NE,10.37190055847168,10.375,10.477499961853027,10.257499694824219,10.452500343322754,310272.0
2023-09-19 00:00:00+00:00,TSLA,266.5,266.5,267.8500061035156,261.20001220703125,264.3500061035156,103704000.0
2023-09-20 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-20 00:00:00+00:00,META,299.0554504394531,299.6700134277344,308.05999755859375,299.42999267578125,305.04998779296875,19379500.0
2023-09-20 00:00:00+00:00,NVDA.NE,10.064494132995605,10.067500114440918,10.442500114440918,10.0649995803833,10.382499694824219,735564.0
2023-09-20 00:00:00+00:00,TSLA,262.5899963378906,262.5899963378906,273.92999267578125,262.4599914550781,267.0400085449219,122514600.0
2023-09-21 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-21 00:00:00+00:00,META,295.12353515625,295.7300109863281,300.260009765625,293.2699890136719,295.70001220703125,21300500.0
2023-09-21 00:00:00+00:00,NVDA.NE,9.77208137512207,9.774999618530273,10.0,9.767499923706055,9.912500381469727,947368.0
2023-09-21 00:00:00+00:00,TSLA,255.6999969482422,255.6999969482422,260.8599853515625,254.2100067138672,257.8500061035156,119531000.0
2023-09-22 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-22 00:00:00+00:00,META,298.4666748046875,299.0799865722656,305.3800048828125,298.2699890136719,299.29998779296875,25369600.0
2023-09-22 00:00:00+00:00,NVDA.NE,9.909541130065918,9.912500381469727,10.017499923706055,9.824999809265137,9.887499809265137,986552.0
2023-09-22 00:00:00+00:00,TSLA,244.8800048828125,244.8800048828125,257.7900085449219,244.47999572753906,257.3999938964844,127524100.0
2023-09-25 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-25 00:00:00+00:00,META,300.21307373046875,300.8299865722656,300.95001220703125,293.70001220703125,295.6400146484375,18987000.0
2023-09-25 00:00:00+00:00,NVDA.NE,10.054497718811035,10.057499885559082,10.125,9.8100004196167,9.912500381469727,388356.0
2023-09-25 00:00:00+00:00,TSLA,246.99000549316406,246.99000549316406,247.10000610351562,238.30999755859375,243.3800048828125,104636600.0
2023-09-26 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-26 00:00:00+00:00,META,298.346923828125,298.9599914550781,300.29998779296875,296.010009765625,297.6600036621094,19417200.0
2023-09-26 00:00:00+00:00,NVDA.NE,9.982017517089844,9.984999656677246,10.1850004196167,9.930000305175781,10.010000228881836,633684.0
2023-09-26 00:00:00+00:00,TSLA,244.1199951171875,244.1199951171875,249.5500030517578,241.66000366210938,242.97999572753906,101993600.0
2023-09-27 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-27 00:00:00+00:00,META,297.12939453125,297.739990234375,301.29998779296875,286.7900085449219,300.45001220703125,36429800.0
2023-09-27 00:00:00+00:00,NVDA.NE,10.106980323791504,10.109999656677246,10.197500228881836,9.925000190734863,10.074999809265137,810520.0
2023-09-27 00:00:00+00:00,TSLA,240.5,240.5,245.3300018310547,234.5800018310547,244.25999450683594,136597200.0
2023-09-28 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-28 00:00:00+00:00,META,303.3366394042969,303.9599914550781,306.3299865722656,296.70001220703125,298.94000244140625,22167100.0
2023-09-28 00:00:00+00:00,NVDA.NE,10.251937866210938,10.255000114440918,10.342499732971191,10.050000190734863,10.1225004196167,1001956.0
2023-09-28 00:00:00+00:00,TSLA,246.3800048828125,246.3800048828125,247.5500030517578,238.64999389648438,240.02000427246094,117058900.0
2023-09-29 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-09-29 00:00:00+00:00,META,299.5943603515625,300.2099914550781,310.6400146484375,299.3599853515625,307.3800048828125,25356600.0
2023-09-29 00:00:00+00:00,NVDA.NE,10.36190414428711,10.364999771118164,10.5,10.3125,10.444999694824219,759720.0
2023-09-29 00:00:00+00:00,TSLA,250.22000122070312,250.22000122070312,254.77000427246094,246.35000610351562,250.0,128346200.0
2023-10-02 00:00:00+00:00,INTC.SN,30.696643829345703,31.149999618530273,31.149999618530273,31.149999618530273,31.149999618530273,0.0
2023-10-02 00:00:00+00:00,META,306.1907958984375,306.82000732421875,307.17999267578125,301.6300048828125,302.739990234375,16265600.0
2023-10-02 00:00:00+00:00,NVDA.NE,10.661815643310547,10.664999961853027,10.75,10.442500114440918,10.5,1056852.0
