Date, Open, High, Low, Close, Volume
2021-09-07,217.7281,219.6364,214.8964,218.9831,54421709.71
2021-09-08,236.7231,239.6764,235.0431,237.9198,44146093.0
2021-09-09,251.1364,254.0331,250.5431,251.6197,42233231.01
2021-09-11,391.1996,391.4996,337.173,341.1663,177317716.8
2021-09-12,353.5463,354.163,334.1197,334.5997,59438551.93
2021-09-13,246.7377,248.2597,236.2831,247.6664,68857511.75
2021-09-14,247.5231,251.4897,245.4664,248.1631,55574700.91
2021-09-15,248.3331,252.2864,246.1197,251.9431,46073115.01
2021-09-16,250.9431,252.9697,249.2031,252.3297,41770210.52
2021-09-17,252.3831,253.6797,249.9997,253.1631,84612622.17
2021-09-20,244.8523,247.3331,239.5414,243.3897,74273021.39
2021-09-21,244.9297,248.2464,243.4798,246.4597,48992211.05
2021-09-22,247.8418,251.223,246.3731,250.6464,45378857.28
2021-09-23,251.6664,252.7331,249.3064,251.2131,35842624.35
2021-09-24,248.6297,258.2664,248.1864,258.1297,64119126.81
2021-09-27,257.7064,266.3331,256.4364,263.7864,84212061.75
2021-09-28,262.3998,265.2131,255.3931,259.1864,76144333.34
2021-09-29,259.9331,264.4997,256.8931,260.4364,62828708.47
2021-09-30,260.3331,263.0433,258.3331,258.4931,53867939.13
2021-10-02,281.2113,281.6064,266.6731,268.2731,108648383.2
2021-10-03,233.4331,239.2831,218.3531,222.6865,181817205.5
2021-10-05,221.6331,221.6831,209.2031,209.6798,94177352.13
2021-10-06,201.2931,205.5298,200.1665,203.3731,71758895.77
2021-10-08,237.9964,238.8631,233.9598,236.6631,40296968.99
2021-10-09,253.1997,254.2031,244.8398,245.4231,45552554.47
2021-10-11,336.803,359.3663,329.103,355.983,128408290.8
2021-10-12,336.2496,340.3263,327.5097,339.0096,59664419.17
2021-10-13,270.1564,271.8031,268.5931,270.3598,42360284.14
2021-10-14,271.8298,273.4164,271.1164,272.7731,36741545.28
2021-10-15,274.5791,281.0697,274.1164,281.0097,56773769.16
2021-10-18,283.9297,291.7531,283.823,290.0364,72621789.67
2021-10-19,292.5097,292.6497,287.5031,288.0897,52143447.33
2021-10-20,288.4497,289.8297,285.793,288.5997,42096190.86
2021-10-21,285.333,299.9997,285.1679,297.9997,94444439.41
2021-10-22,298.4997,303.333,296.9864,303.2264,68642591.53
2021-10-25,316.843,348.3396,314.733,341.6196,188556490.5
2021-10-26,341.563,364.9796,333.813,339.4763,187245090.1
2021-10-27,346.553,356.9596,343.593,345.953,115579503.4
2021-10-28,356.1013,360.333,351.3996,359.013,81639589.07
2021-10-29,360.6196,371.7363,357.7346,371.3329,89755341.53
2021-11-01,283.1331,284.8097,267.8738,270.3964,178662621.2
2021-11-02,270.8131,276.6264,267.2414,270.5531,64868317.59
2021-11-03,233.1331,234.1664,225.7264,233.1998,108761774.3
2021-11-05,199.7465,209.0331,198.5331,205.7331,139511839.4
2021-11-06,203.4098,204.1865,200.5065,203.2965,48615950.66
2021-11-08,237.5698,238.3931,234.7364,235.9398,29401704.64
2021-11-10,262.5497,267.0798,261.8331,263.9798,42601004.39
2021-11-11,367.5896,368.3229,351.5596,354.503,67189774.01
2021-11-15,339.2096,343.993,326.1997,337.7963,104327052.7
2021-11-16,334.4363,352.3996,334.0597,351.5763,79627153.97
2021-11-17,354.503,373.2129,351.833,363.003,94336199.3
2021-11-18,368.8496,370.6663,358.3396,365.4596,62696855.33
2021-11-19,366.2896,379.5729,364.233,379.0196,64926847.65
2021-11-22,387.4429,400.6496,377.4763,385.6229,99217639.38
2021-11-23,389.1696,393.4996,354.233,369.6763,108515210.1
2021-11-24,360.1296,377.5896,353.9996,371.9996,67680790.52
2021-11-26,366.4896,369.5939,360.333,360.6396,35042703.51
2021-11-29,366.9963,380.8896,366.7296,378.9963,58393473.85
2021-11-30,381.4563,389.3329,372.6663,381.5863,81276213.69
2021-12-01,276.9997,289.333,275.7797,283.1464,138812301.6
2021-12-02,267.0864,272.4431,261.7766,272.0397,71305010.3
2021-12-03,223.3331,231.6264,222.0462,231.2431,100751625.0
2021-12-04,228.5665,234.9331,227.3631,233.9931,87407101.08
2021-12-05,200.8298,206.8031,195.5881,196.6298,101471049.7
2021-12-07,220.7331,229.0798,220.7201,228.5665,77781198.05
2021-12-08,235.4465,240.9331,233.1331,240.7497,53045122.27
2021-12-10,266.9764,270.7731,265.5231,268.573,66060185.83
2021-12-11,349.1663,351.4996,339.733,344.473,76719529.94
2021-12-13,333.6963,334.9997,317.1397,322.1363,78595575.9
2021-12-14,314.9997,322.1363,309.9996,319.503,70806337.78
2021-12-15,317.7364,326.2496,309.4164,325.3297,75169302.33
2021-12-16,331.4997,331.6597,307.283,308.973,82771526.25
2021-12-17,304.923,320.2196,303.0131,310.8563,100880367.1
2021-12-20,303.5664,307.2291,297.7964,299.9797,56480068.85
2021-12-21,305.623,313.1664,295.3731,312.843,71518010.52
2021-12-22,321.8863,338.553,319.0163,336.2896,93634174.57
2021-12-23,335.5997,357.6586,332.5197,355.6663,92713386.61
2021-12-27,357.8896,372.3329,356.9046,364.6463,71145887.13
2021-12-28,369.8296,372.9996,359.473,362.823,60323975.86
2021-12-29,366.213,367.9996,354.713,362.063,56154118.51
2021-12-30,353.7763,365.183,351.0496,356.7796,47040976.02
2021-12-31,357.8143,360.6663,351.5296,352.2596,40733685.44
2022-01-02,311.7363,314.5664,301.6664,310.4163,73138423.21
2022-01-03,289.893,296.6264,284.593,288.1231,74766938.91
2022-01-04,360.383,364.9163,355.5463,361.5296,54263276.54
2022-01-06,251.7197,257.3264,243.6397,246.7897,77248040.49
2022-01-07,226.9998,230.2298,222.1198,227.2631,74460527.59
2022-01-08,301.2747,311.8779,294.9997,297.2764,117043025.0
2022-01-09,272.575,277.58,266.15,277.16,54287020.0
2022-01-11,234.05,237.3951,227.28,227.82,62688820.0
2022-01-12,197.08,198.92,191.8,194.7,80046211.0
